#Total payments (2.5yrs)	Name	Specialty	Medicare prescriptions	Drug cost	Brand name?	Speaking payment	% narcotics	peer % narcotics	Most-prescribed medicare drugs
$1095478.9	<A HREF=https://projects.propublica.org/vital-signs/doctor/1962567792 >DAVID MANNING </A>	Orthopaedic Surgery	<span style=color:black>361 </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	42.3	( peers 55.8)	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1740490051 >JULIE OYLER </A>	Internal Medicine	<span style=color:black>2641 </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	20.7	( peers 16.6)	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1740489319 >KOUROSH GHAFFARI </A>	Pediatrics	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1740440395 >ERIC WHITAKER </A>	Internal Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1740372010 >SIRINAN CHANTORNSAENG </A>	Neonatal-Perinatal Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1740342294 >ROBERT MULLIKEN </A>	Emergency Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1740332428 >THOMAS KRAUSZ </A>	Anatomic Pathology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1740331727 >EWA CHELMICKA SCHORR </A>	Neurology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1740228287 >ELIZABETH HYJEK </A>	Hematology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1730593690 >ASHLEY BARRILE </A>	Pediatrics	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1730467887 >REBECCA DEBOER </A>	Internal Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1730444183 >MOHAMMED ALKHALIFAH </A>	Neurology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1730443177 >TIEN DONG </A>	Hospitalist	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1730439662 >MATTHEW ELLIOTT </A>	Anesthesiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1730349093 >EMILY DAWSON </A>	Pediatrics	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1730318593 >ALLISON DALTON </A>	Critical Care Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1730239773 >AISHA JAMEEL </A>	Neonatal-Perinatal Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1730231416 >WARD REEVES </A>	Anatomic Pathology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1720491772 >ASHLEY SUAH </A>	Surgery	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1720491590 >KRISTIN WESSEL </A>	Pediatrics	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1720489750 >THUAN DANG </A>	Pediatrics	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1720469984 >SIRINA KEESARA </A>	Obstetrics & Gynecology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1720438559 >LYDIA WILLIAMS </A>	Plastic and Reconstructive Surgery	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1720426513 >MICHAEL JELINEK </A>	Internal Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1720354137 >CHRISTINE BESTVINA </A>	Hematology & Oncology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1720273063 >MEGAN HUISINGH-SCHEETZ </A>	Geriatric Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1720106735 >SHONA VAS </A>	Psychiatry	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1710998315 >MARY STEPHENSON </A>	Reproductive Endocrinology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1710982079 >RONALD REED </A>	Neurology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1710391271 >BRANDON CHIU </A>	Otolaryngology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1710367941 >KIRA CHARNEY </A>	Internal Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1710325519 >JOSEPH WYNNE </A>	Internal Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1710320312 >MARY ANN ONYEALI </A>	Student	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1710208798 >JULIA HENRY </A>	Neurology with Special Qualifications in Child Neurology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1710208541 >JENNIFER BUTLER </A>	Sleep Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1710136445 >BETH NOCHOWITZ </A>	Pharmacist	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1710048541 >ELMER ABBO </A>	Internal Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1710042544 >RODERICK BIRNIE </A>	Orthopaedic Surgery	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1700948254 >IRA BLUMEN </A>	Emergency Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1700941929 >JEFFREY APFELBAUM </A>	Anesthesiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1700904562 >JOSEPH FINK </A>	Psychiatry	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1700267465 >REBECCA CHOHLAS-WOOD </A>	General Practice	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1700235652 >MAUREEN CANELLAS </A>	Emergency Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1700226206 >ALIESJE SORGELOOS </A>	Neurology with Special Qualifications in Child Neurology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1700224565 >ANAND GOPALSAMI </A>	Emergency Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1700142189 >HENG DUONG </A>	Internal Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1700045424 >SHEELA REDDY </A>	Geriatric Psychiatry	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1699963918 >PHILIP VERHOEF </A>	Critical Care Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1699837153 >LINDA DRUELINGER </A>	Emergency Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1699830810 >MUDDAMALLE LIVINGSTONE </A>	Anesthesiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1699830422 >JAVAD HEKMATPANAH </A>	Neurological Surgery	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1699155242 >CHRISTOPHER DOYLE </A>	Diagnostic Radiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1699125633 >NICHOLAS KIRCH </A>	Anesthesiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1699125211 >JENNIFER HOUPY </A>	Internal Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1699124792 >ALISON BIALECKI </A>	Obstetrics & Gynecology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1699124107 >AMA THRASHER </A>	Obstetrics & Gynecology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1699121392 >DAVID SATZER </A>	Neurological Surgery	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1699086173 >JOSEPHINE KIM </A>	Gynecologic Oncology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1699039636 >CLARA LEMUS </A>	Personal Care Attendant	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1699039438 >DAVID WU </A>	Internal Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1699023747 >JONATHAN HOBBS </A>	Neurological Surgery	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1689969206 >ELIZABETH SOKOL </A>	Pediatrics	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1689936486 >ANDREW SPEARMAN </A>	Pediatrics	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1689829285 >LAZARO SANCHEZ-PINTO </A>	Pediatric Critical Care Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1689821704 >DUSTYN BAKER </A>	Internal Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1689817942 >JULIE LAND </A>	Student	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1689793382 >ANDREA KING </A>	Psychiatry	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1689739427 >DANA SUSKIND </A>	Otolaryngology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1689725657 >MICHAEL VANNIER </A>	Diagnostic Radiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1689707283 >SHYNI SIMON </A>	Family Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1689686867 >SCOTT ROSENTHAL </A>	Chiropractor	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1689632317 >ANGELA ARNDT </A>	Anesthesiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1689088114 >PAUL KUKULSKI </A>	Emergency Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1689053712 >MURAD OMERY </A>	Pediatrics	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1689014540 >GUSTAVO MENDEZ </A>	Surgery	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1679987671 >THEODORE HART </A>	Surgery	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1679922256 >ERNESTO LLANO </A>	Internal Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1679862296 >MOHAMMED KHADIR </A>	Vascular & Interventional Radiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1679831812 >MARIA BRUZZONE </A>	Clinical Neurophysiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1679788079 >MELISSA GRAY </A>	Nurse Practitioner, Pediatrics	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1679692933 >NEETHI PINTO </A>	Pediatric Critical Care Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1679645444 >DOUGLAS ROSS </A>	Emergency Medicine	<span style=color:black>431 </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	43.8	( peers 41.5)	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1679632897 >ELIZABETH BLAIR </A>	Otolaryngology	<span style=color:black>279 </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1679597991 >SABRINA HOLMQUIST </A>	Gynecology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1669916581 >ERICA FRIAS </A>		<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1669885372 >AADHAVI SRIDHARAN </A>	Internal Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1669859377 >RITU ARYA </A>	Radiation Oncology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1669829354 >ALEXANDRU MARGINEAN </A>	Internal Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1669823472 >JOEL WACKERBARTH </A>	Urology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1669820742 >ZAYIR MALIK </A>	Emergency Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1669729463 >HONORATA PINEDA </A>	Personal Care Attendant	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1669591202 >MICHAEL MCCLOSKEY </A>	Psychiatry	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1669524344 >ALIYA HUSAIN </A>	Anatomic Pathology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1669413084 >RONALD KNOBLOCK </A>	Anatomic Pathology & Clinical Pathology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1669410874 >CYNTHIA LINCOLN </A>	Clinical Social Worker	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1659774917 >NICOLE GIER </A>	Clinical Social Worker	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1659737278 >MICHAEL WHITE </A>	Surgery	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1659734002 >ERIC JOHNSON </A>	Internal Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1659714806 >RAVI RAMASAMY </A>	Child & Adolescent Psychiatry	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1659714707 >SIDNEY SCHECHET </A>	Student	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1659693612 >ANDREA OLIVAS </A>	Anatomic Pathology & Clinical Pathology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1659632628 >MARILYN KIOKO </A>	Pediatric Critical Care Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1659574879 >JANNINE JOYCE </A>	Pediatrics	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1659537371 >COLLEEN RUSCIOLELLI </A>	Pediatrics	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1659537066 >AELAF WORKU </A>	Internal Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1659531861 >LINDSAY TALBOT </A>	Pediatric Surgery	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1659521276 >COLT MELTON </A>	Emergency Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
